Medical School Name,Country,City Name
UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO (UNIFENAS) FACULDADE DE MEDICINA ALFENAS,Brazil,Alfenas
UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO (UNIFENAS) FACULDADE DE MEDICINA BELO HORIZONTE,Brazil,Belo Horizonte
UNIVERSIDADE LUTERANA DO BRASIL (ULBRA) FACULDADE DE MEDICINA,Brazil,Canoas
UNIVERSIDADE METROPOLITANA DE SANTOS (UNIMES) FACULDADE DE CIÊNCIAS MÉDICAS,Brazil,Santos
"UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL ESCOLA DE SAÚDE, CAMPUS CENTRO SCS",Brazil,São Caetano do Sul
"UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL ESCOLA DE SAÚDE, SÃO PAULO",Brazil,Bela Vista
UNIVERSIDADE NOVE DE JULHO (UNINOVE) CAMPUS GUARULHOS,Brazil,Guarulhos
UNIVERSIDADE NOVE DE JULHO (UNINOVE) CAMPUS MAUÁ,Brazil,Mauá
UNIVERSIDADE NOVE DE JULHO (UNINOVE) CAMPUS OSASCO,Brazil,Osasco
UNIVERSIDADE NOVE DE JULHO (UNINOVE) CAMPUS SÃO BERNARDO DO CAMPO,Brazil,São Bernardo do Campo
UNIVERSIDADE NOVE DE JULHO (UNINOVE) CAMPUS VERGUEIRO,Brazil,São Paulo
UNIVERSIDADE PARANAENSE (UNIPAR) UMUARAMA,Brazil,Umuarama
UNIVERSIDADE POSITIVO (UP),Brazil,Curitiba
UNIVERSIDADE POTIGUAR (UNP) ESCOLA DE SAÚDE,Brazil,Natal
UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS FACULDADE DE MEDICINA DE JUIZ DE FORA,Brazil,Juiz de Fora
UNIVERSIDADE REGIONAL DE BLUMENAU (FURB) FACULDADE DE MEDICINA,Brazil,Blumenau
UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL (UNIJUÍ),Brazil,Ijuí
UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,Brazil,Erechim
UNIVERSIDADE SALVADOR (UNIFACS),Brazil,Salvador
UNIVERSIDADE SÃO FRANCISCO (USF) FACULDADE DE CIÊNCIAS MÉDICAS,Brazil,Braganca Paulista
UNIVERSIDADE SÃO JUDAS TADEU (USJT) CUBATÃO,Brazil,Cubatão
"UNIVERSIDADE UNIGRANRIO ESCOLA DE CIÊNCIAS DA SAÚDE, CAMPUS DUQUE DE CAXIAS",Brazil,Duque de Caxias
"UNIVERSIDADE UNIGRANRIO ESCOLA DE CIÊNCIAS DA SAÚDE, UNIDADE BARRA DA TIJUCA",Brazil,Rio de Janeiro
UNIVERSIDADE VALE DO RIO DOCE,Brazil,Governador Valadares
UNIVERSIDADE VALE DO RIO VERDE (UNINCOR),Brazil,Belo Horizonte
UNIVERSIDADE VILA VELHA (UVV),Brazil,Vila Velha
MEDICAL UNIVERSITY 'PROF. DR. PARASKEV STOYANOV' VARNA FACULTY OF MEDICINE,Bulgaria,Varna
MEDICAL UNIVERSITY OF PLOVDIV FACULTY OF MEDICINE,Bulgaria,Plovdiv
MEDICAL UNIVERSITY OF SOFIA FACULTY OF MEDICINE,Bulgaria,Sofia
PLEVEN MEDICAL UNIVERSITY,Bulgaria,Pleven
SOFIA UNIVERSITY ST. KLIMENT OHRIDSKI FACULTY OF MEDICINE,Bulgaria,Sofia
TRAKIA UNIVERSITY FACULTY OF MEDICINE,Bulgaria,Stara Zagora
UNIVERSITÉ JOSEPH KI-ZERBO L'UNITÉ DE FORMATION ET DE RECHERCHE EN SCIENCES DE LA SANTÉ,Burkina Faso,Ouagadougou
"FACULTÉ DE MÉDECINE DE BUJUMBURA, UNIVERSITÉ DU BURUNDI",Burundi,Bujumbura
FRANK OGDEN SCHOOL OF MEDICINE AT HOPE AFRICA UNIVERSITY,Burundi,Bujumbura
UNIVERSITÉ DE NGOZI FACULTÉ DE MÉDECINE,Burundi,Ngozi
INTERNATIONAL UNIVERSITY FACULTY OF HEALTH SCIENCES,Cambodia,Phnom Penh
UNIVERSITÉ DES SCIENCES DE LA SANTÉ FACULTÉ DE MÉDECINE,Cambodia,Phnom Penh
UNIVERSITY OF PUTHISASTRA FACULTY OF HEALTH SCIENCES,Cambodia,Phnom Penh
CATHOLIC UNIVERSITY OF CAMEROON SCHOOL OF HEALTH SCIENCES,Cameroon,Bamenda
INSTITUT SUPÉRIEUR DE TECHNOLOGIE MÉDICALE (ISTM) FACULTÉ DE MÉDECINE,Cameroon,Yaoundé
UNIVERSITÉ DE DOUALA FACULTÉ DE MÉDECINE ET SCIENCES PHARMACEUTIQUES,Cameroon,Douala
UNIVERSITÉ DE YAOUNDÉ I FACULTÉ DE MÉDECINE ET DES SCIENCES BIOMÉDICALES,Cameroon,Yaoundé
UNIVERSITÉ DES MONTAGNES INSTITUT SUPÉRIEUR DES SCIENCES DE LA SANTÉ,Cameroon,Bangangte
UNIVERSITY OF BAMENDA FACULTY OF HEALTH SCIENCES,Cameroon,Bambili
UNIVERSITY OF BUEA FACULTY OF HEALTH SCIENCES,Cameroon,Buea
"CUMMING SCHOOL OF MEDICINE, UNIVERSITY OF CALGARY",Canada,Calgary
DALHOUSIE UNIVERSITY FACULTY OF MEDICINE,Canada,Halifax
"MAX RADY COLLEGE OF MEDICINE, UNIVERSITY OF MANITOBA",Canada,Winnipeg
MCGILL UNIVERSITY FACULTY OF MEDICINE AND HEALTH SCIENCES,Canada,Montreal
MEMORIAL UNIVERSITY OF NEWFOUNDLAND FACULTY OF MEDICINE,Canada,St. John's
"MICHAEL G. DEGROOTE SCHOOL OF MEDICINE, MCMASTER UNIVERSITY",Canada,Hamilton
NORTHERN ONTARIO SCHOOL OF MEDICINE UNIVERSITY,Canada,Sudbury
QUEEN'S UNIVERSITY FACULTY OF HEALTH SCIENCES,Canada,Kingston
"SCHULICH SCHOOL OF MEDICINE AND DENTISTRY, WESTERN UNIVERSITY",Canada,London
UNIVERSITÉ DE MONTRÉAL FACULTÉ DE MÉDECINE,Canada,Montreal
UNIVERSITÉ DE SHERBROOKE FACULTÉ DE MÉDECINE ET DES SCIENCES DE LA SANTÉ,Canada,Sherbrooke
UNIVERSITÉ LAVAL FACULTÉ DE MÉDECINE,Canada,Québec
UNIVERSITY OF ALBERTA FACULTY OF MEDICINE AND DENTISTRY,Canada,Edmonton
UNIVERSITY OF BRITISH COLUMBIA FACULTY OF MEDICINE,Canada,Vancouver
UNIVERSITY OF OTTAWA FACULTY OF MEDICINE,Canada,Ottawa
UNIVERSITY OF SASKATCHEWAN COLLEGE OF MEDICINE,Canada,Saskatoon
UNIVERSITY OF TORONTO FACULTY OF MEDICINE,Canada,Toronto
ST. MATTHEW'S UNIVERSITY SCHOOL OF MEDICINE (GRAND CAYMAN),Cayman Islands,Grand Cayman
UNIVERSITÉ DE BANGUI FACULTÉ DE SCIENCES DE LA SANTÉ,Central African Republic,Bangui
FACULTÉ DE MÉDECINE BON SAMARITAIN,Chad,N'Djamena
"FACULTÉ DES SCIENCES DE LA SANTÉ, N'DJAMENA",Chad,N'Djamena
PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE ESCUELA DE MEDICINA,Chile,Santiago
UNIVERSIDAD ANDRÉS BELLO FACULTAD DE MEDICINA CONCEPCIÓN,Chile,Talcahuano
UNIVERSIDAD ANDRÉS BELLO FACULTAD DE MEDICINA SANTIAGO,Chile,Santiago
UNIVERSIDAD ANDRÉS BELLO FACULTAD DE MEDICINA VIÑA DEL MAR,Chile,Viña del Mar
UNIVERSIDAD AUSTRAL DE CHILE FACULTAD DE MEDICINA,Chile,Valdivia
UNIVERSIDAD AUTÓNOMA DE CHILE FACULTAD DE CIENCIAS DE LA SALUD PROVIDENCIA,Chile,Providencia
UNIVERSIDAD AUTÓNOMA DE CHILE FACULTAD DE CIENCIAS DE LA SALUD TALCA,Chile,Talca
UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN FACULTAD DE MEDICINA,Chile,Concepcion
UNIVERSIDAD CATÓLICA DEL MAULE FACULTAD DE MEDICINA,Chile,Talca
UNIVERSIDAD CATÓLICA DEL NORTE FACULTAD DE MEDICINA,Chile,Coquimbo
UNIVERSIDAD DE ANTOFAGASTA FACULTAD DE MEDICINA Y ODONTOLOGÍA,Chile,Antofagasta
UNIVERSIDAD DE ATACAMA FACULTAD DE MEDICINA,Chile,Copiapó
UNIVERSIDAD DE CHILE FACULTAD DE MEDICINA,Chile,Santiago
UNIVERSIDAD DE CONCEPCIÓN FACULTAD DE MEDICINA,Chile,Concepción
UNIVERSIDAD DE LA FRONTERA FACULTAD DE MEDICINA,Chile,Temuco
UNIVERSIDAD DE LOS ANDES FACULTAD DE MEDICINA (CHILE),Chile,Las Condes Santiago
UNIVERSIDAD DE MAGALLANES ESCUELA DE MEDICINA,Chile,Punta Arenas
UNIVERSIDAD DE SANTIAGO DE CHILE FACULTAD DE CIENCIAS MÉDICAS,Chile,Santiago
UNIVERSIDAD DE TALCA ESCUELA DE MEDICINA,Chile,Talca
UNIVERSIDAD DE TARAPACÁ ESCUELA DE MEDICINA,Chile,Arica
UNIVERSIDAD DE VALPARAÍSO FACULTAD DE MEDICINA SAN FELIPE,Chile,San Felipe
UNIVERSIDAD DE VALPARAÍSO FACULTAD DE MEDICINA VALPARAÍSO,Chile,Valparaíso
"UNIVERSIDAD DEL DESARROLLO FACULTAD DE MEDICINA, SEDE SANTIAGO",Chile,Santiago
UNIVERSIDAD DEL MAR FACULTAD DE MEDICINA,Chile,Vina del Mar
UNIVERSIDAD DIEGO PORTALES FACULTAD DE MEDICINA,Chile,Santiago
UNIVERSIDAD FINIS TERRAE FACULTAD DE MEDICINA,Chile,Santiago
UNIVERSIDAD MAYOR FACULTAD DE MEDICINA,Chile,Santiago
UNIVERSIDAD PEDRO DE VALDIVIA FACULTAD DE CIENCIAS MÉDICAS,Chile,Santiago
UNIVERSIDAD SAN SEBASTIÁN FACULTAD DE MEDICINA CONCEPCIÓN,Chile,Concepción
UNIVERSIDAD SAN SEBASTIÁN FACULTAD DE MEDICINA DE LA PATAGONIA,Chile,Puerto Montt
UNIVERSIDAD SAN SEBASTIÁN FACULTAD DE MEDICINA SANTIAGO,Chile,Santiago
ACADEMY OF MILITARY MEDICAL SCIENCES FACULTY OF MEDICINE,China,Beijing
AIR FORCE MEDICAL UNIVERSITY,China,Xi'an
ANHUI MEDICAL UNIVERSITY,China,Hefei
ANHUI UNIVERSITY OF CHINESE MEDICINE,China,Hefei
ANHUI UNIVERSITY OF SCIENCE AND TECHNOLOGY COLLEGE OF MEDICINE,China,Huainan
ARMY MEDICAL UNIVERSITY,China,Chongqing
"BAOTOU MEDICAL COLLEGE, INNER MONGOLIA UNIVERSITY OF SCIENCE AND TECHNOLOGY",China,Baotou
BEIHUA UNIVERSITY SCHOOL OF MEDICINE,China,Jilin
BEIJING COLLEGE OF ACUPUNCTURE AND ORTHOPEDICS,China,Beijing
BEIJING MEDICAL COLLEGE BRANCH CAMPUS,China,Beijing
BEIJING SCHOOL OF MEDICINE,China,Beijing
"BEIJING SECOND MEDICAL COLLEGE, FIRST BRANCH",China,Beijing
BENGBU MEDICAL COLLEGE,China,Bengbu
BINZHOU MEDICAL UNIVERSITY,China,Binzhou
CAPITAL MEDICAL UNIVERSITY,China,Beijing
CHANGCHUN UNIVERSITY OF CHINESE MEDICINE,China,Changchun
CHANGSHA MEDICAL UNIVERSITY,China,Changsha
CHANGZHI MEDICAL COLLEGE,China,Changzhi
CHENGDE MEDICAL UNIVERSITY,China,Chengde
CHENGDU INSTITUTE OF PHYSICAL EDUCATION,China,Chengdu
CHENGDU MEDICAL COLLEGE,China,Chengdu
CHENGDU UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,China,Chengdu
CHENGDU UNIVERSITY SCHOOL OF MEDICINE AND NURSING,China,Chengdu
CHIFENG UNIVERSITY MEDICAL COLLEGE,China,Chifeng
CHINA ACADEMY OF CHINESE MEDICAL SCIENCES,China,Beijing
CHINA MEDICAL UNIVERSITY,China,Shenyang
CHONGQING MEDICAL UNIVERSITY,China,Chongqing
DALI UNIVERSITY SCHOOL OF MEDICINE,China,Dali
DALIAN MEDICAL UNIVERSITY,China,Dalian
FIRST MEDICAL COLLEGE OF THE NAVY,China,Qingdao
FUJIAN MEDICAL UNIVERSITY,China,Fuzhou
FUJIAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,China,Fuzhou
GANNAN MEDICAL UNIVERSITY,China,Ganzhou
GANSU UNIVERSITY OF CHINESE MEDICINE,China,Lanzhou
GUANGDONG MEDICAL UNIVERSITY,China,Zhanjiang
GUANGDONG PHARMACEUTICAL UNIVERSITY,China,Guangzhou
GUANGDONG PROVINCIAL CARDIOVASCULAR INSTITUTE,China,Guangzhou
GUANGXI MEDICAL UNIVERSITY,China,Nanning
GUANGXI UNIVERSITY OF CHINESE MEDICINE,China,Nanning
GUANGZHOU MEDICAL UNIVERSITY,China,Guangzhou
GUANGZHOU UNIVERSITY OF CHINESE MEDICINE,China,Guangzhou
GUILIN MEDICAL UNIVERSITY,China,Guilin
GUIZHOU MEDICAL UNIVERSITY,China,Guiyang
HAINAN MEDICAL UNIVERSITY,China,Haikou
HANGZHOU MEDICAL COLLEGE,China,Hangzhou
"HANGZHOU SCHOOL OF MEDICINE, HANGZHOU NORMAL UNIVERSITY",China,Hangzhou
HARBIN MEDICAL UNIVERSITY,China,Harbin
HE UNIVERSITY SCHOOL OF CLINICAL MEDICINE,China,Shenyang
HEBEI COLLEGE OF TRADITIONAL CHINESE MEDICINE,China,Shijiazhuang
HEBEI MEDICAL UNIVERSITY,China,Shijiazhuang
HEBEI NORTH UNIVERSITY FACULTY OF MEDICINE,China,Zhangjiakou
HEBEI UNIVERSITY MEDICAL COLLEGE,China,Baoding
HEBEI UNIVERSITY OF ENGINEERING SCHOOL OF MEDICINE,China,Handan
HENAN MEDICAL UNIVERSITY,China,Zhengzhou
HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY SCHOOL OF MEDICINE,China,Luoyang
HENAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,China,Zhengzhou
HENAN UNIVERSITY SCHOOL OF MEDICINE,China,Kaifeng
HENGYANG MEDICAL COLLEGE,China,Hengyang
HEZE MEDICAL COLLEGE,China,Heze
HUANGHE SCIENCE AND TECHNOLOGY COLLEGE,China,Zhengzhou
HUBEI MEDICAL UNIVERSITY,China,Wuhan
HUBEI MINZU UNIVERSITY MEDICAL SCHOOL,China,Enshi
HUBEI POLYTECHNIC UNIVERSITY SCHOOL OF MEDICINE,China,Huangshi
HUBEI UNIVERSITY OF ARTS AND SCIENCES MEDICAL COLLEGE,China,Xiangyang
HUBEI UNIVERSITY OF CHINESE MEDICINE FIRST CLINICAL COLLEGE,China,Wuhan
HUBEI UNIVERSITY OF MEDICINE,China,Shiyan
HUBEI UNIVERSITY OF SCIENCE AND TECHNOLOGY FACULTY OF MEDICINE,China,Xianning
HUNAN MEDICAL UNIVERSITY,China,Changsha
HUNAN NORMAL UNIVERSITY COLLEGE OF MEDICINE,China,Changsha
HUNAN UNIVERSITY OF CHINESE MEDICINE,China,Changsha
HUZHOU UNIVERSITY SCHOOL OF MEDICINE AND NURSING,China,Huzhou
INNER MONGOLIA MEDICAL UNIVERSITY,China,Hohhot
INNER MONGOLIA UNIVERSITY FOR THE NATIONALITIES,China,Tong-Liao
JIAMUSI UNIVERSITY SCHOOL OF MEDICINE,China,Jiamusi
JIANGHAN UNIVERSITY SCHOOL OF MEDICINE,China,Wuhan
JIANGNAN UNIVERSITY WUXI MEDICAL COLLEGE,China,Wuxi
JIANGSU UNIVERSITY SCHOOL OF MEDICINE,China,Zhenjiang
JIANGXI MEDICAL COLLEGE,China,Nanchang
JIANGXI MEDICAL COLLEGE OF NANCHANG UNIVERSITY,China,Nanchang
JIAXING UNIVERSITY COLLEGE OF MEDICINE,China,Jiaxing
JIAYANG UNIVERSITY MEDICAL COLLEGE,China,Meizhou
JILIN MEDICAL UNIVERSITY,China,Jilin
JINAN UNIVERSITY SCHOOL OF MEDICINE,China,Guangzhou
JINGGANGSHAN UNIVERSITY MEDICAL SCHOOL,China,Ji'an
JINING MEDICAL UNIVERSITY,China,Jining
JINZHOU MEDICAL UNIVERSITY,China,Jinzhou
JISHOU UNIVERSITY SCHOOL OF MEDICINE,China,Jishou
JIUJIANG UNIVERSITY MEDICAL COLLEGE,China,Jiujiang
JIXI MEDICAL SCHOOL FOR THE COAL INDUSTRY,China,Jixi
KUNMING MEDICAL UNIVERSITY,China,Kunming
KUNMING UNIVERSITY OF SCIENCE AND TECHNOLOGY MEDICAL SCHOOL,China,Kunming
LANZHOU UNIVERSITY FACULTY OF MEDICINE,China,Lanzhou
LUOYANG SCHOOL OF MEDICINE,China,Luoyang
MEDICAL COLLEGE OF CHINA THREE GORGES UNIVERSITY,China,Yichang
MEDICAL COLLEGE OF DALIAN UNIVERSITY,China,Dalian
MEDICAL COLLEGE OF NANJING UNIVERSITY,China,Nanjing
MEDICAL COLLEGE OF WUHAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,China,Wuhan
MEDICAL COLLEGE OF YAN'AN UNIVERSITY,China,Yan'an
MUDANJIANG MEDICAL UNIVERSITY,China,Mudanjiang
NANJING MEDICAL UNIVERSITY,China,Nanjing
NANJING UNIVERSITY OF CHINESE MEDICINE,China,Nanjing
NANKAI UNIVERSITY SCHOOL OF MEDICINE,China,Tianjin
NANTONG MEDICAL COLLEGE,China,Nantong
NANTONG UNIVERSITY MEDICAL SCHOOL,China,Nantong
NANTONG UNIVERSITY XINGLIN COLLEGE FACULTY OF MEDICINE,China,Nantong
NAVAL MEDICAL UNIVERSITY,China,Shanghai
NAVY SCHOOL OF MEDICINE,China,Nanjing
NINGBO UNIVERSITY MEDICAL SCHOOL,China,Ningbo
NINGXIA MEDICAL UNIVERSITY,China,Yinchuan
NORMAN BETHUNE HEALTH SCIENCE CENTER OF JILIN UNIVERSITY,China,Changchun
NORMAN BETHUNE UNIVERSITY OF MEDICAL SCIENCES,China,Changchun
NORTH CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY COLLEGE OF MEDICINE,China,Tangshan
NORTH SICHUAN MEDICAL COLLEGE,China,Nanchong
NORTHWEST MINZU UNIVERSITY,China,Lanzhou
PANZHIHUA UNIVERSITY SCHOOL OF MEDICAL SCIENCE,China,Panzhihua
PEKING UNION MEDICAL COLLEGE,China,Beijing
PEKING UNIVERSITY HEALTH SCIENCE CENTER,China,Beijing
PUTIAN UNIVERSITY SCHOOL OF MEDICINE,China,Putian
QILU MEDICAL UNIVERSITY,China,Zibo
QINGDAO UNIVERSITY QINGDAO MEDICAL COLLEGE,China,Qingdao
QINGHAI UNIVERSITY MEDICAL COLLEGE,China,Xining
QIQIHAR MEDICAL UNIVERSITY,China,Qiqihar
SANQUAN MEDICAL COLLEGE,China,Xinxiang
"SCHOOL OF LIFE SCIENCES, FUDAN UNIVERSITY",China,Shanghai
"SCHOOL OF MEDICINE, GENERAL LOGISTICS DEPARTMENT",China,Beijing
SCHOOL OF TRADITIONAL CHINESE MEDICINE OF CAPITAL MEDICAL UNIVERSITY,China,Beijing
SHAANXI UNIVERSITY OF CHINESE MEDICINE,China,Xianyang
SHANDONG FIRST MEDICAL UNIVERSITY,China,Tai'an
SHANDONG MEDICAL COLLEGE,China,Linyi
SHANDONG UNIVERSITY CHEELOO COLLEGE OF MEDICINE,China,Jinan
SHANDONG UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,China,Jinan
SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,China,Shanghai
"SHANGHAI MEDICAL COLLEGE, FUDAN UNIVERSITY",China,Shanghai
SHANGHAI MEDICAL UNIVERSITY,China,Shanghai
SHANGHAI RAILWAY MEDICAL UNIVERSITY,China,Shanghai
SHANGHAI SCHOOL OF MEDICINE,China,Shanghai
SHANTOU UNIVERSITY MEDICAL COLLEGE,China,Shantou
SHANXI DATONG UNIVERSITY SCHOOL OF MEDICINE,China,Datong
SHANXI MEDICAL UNIVERSITY,China,Taiyuan
SHAOXING UNIVERSITY MEDICAL SCHOOL,China,Shaoxing
SHENYANG MEDICAL COLLEGE,China,Shenyang
SHENZHEN UNIVERSITY COLLEGE OF MEDICINE,China,Shenzhen
SHIHEZI UNIVERSITY SCHOOL OF MEDICINE,China,Shihezi
SOOCHOW UNIVERSITY MEDICAL COLLEGE,China,Suzhou
SOUTHEAST UNIVERSITY MEDICAL COLLEGE,China,Nanjing
SOUTHERN MEDICAL UNIVERSITY,China,Guangzhou
SOUTHWEST MEDICAL UNIVERSITY,China,Luzhou
SUZHOU MEDICAL COLLEGE,China,Suzhou
TAIZHOU UNIVERSITY MEDICAL SCHOOL,China,Taizhou
TIANJIN MEDICAL UNIVERSITY CLINICAL MEDICAL COLLEGE,China,Tianjin
TIANJIN MEDICAL UNIVERSITY SCHOOL OF BASIC MEDICAL SCIENCES,China,Tianjin
TIANJIN SECOND MEDICAL COLLEGE,China,Tianjin
TIBET UNIVERSITY MEDICAL COLLEGE,China,Lhasa
TONGJI MEDICAL COLLEGE OF HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY,China,Wuhan
TONGJI UNIVERSITY SCHOOL OF MEDICINE,China,Shanghai
TSINGHUA UNIVERSITY SCHOOL OF MEDICINE,China,Beijing
UNIVERSITY OF SOUTH CHINA FACULTY OF MEDICINE,China,Hengyang
WANNAN MEDICAL COLLEGE,China,Wuhu
WEIFANG MEDICAL UNIVERSITY,China,Weifang
WENZHOU MEDICAL UNIVERSITY,China,Wenzhou
"WEST CHINA SCHOOL OF MEDICINE, SICHUAN UNIVERSITY",China,Chengdu
WEST CHINA UNIVERSITY OF MEDICAL SCIENCES,China,Chengdu
WUHAN UNIVERSITY SCHOOL OF MEDICINE,China,Wuhan
XI'AN JIAOTONG UNIVERSITY COLLEGE OF MEDICINE,China,Xi'an
XI'AN MEDICAL UNIVERSITY,China,Xi'an
XIAMEN UNIVERSITY SCHOOL OF MEDICINE,China,Xiamen
XIANGNAN UNIVERSITY SCHOOL OF MEDICINE,China,Chenzhou
"XIANGYA SCHOOL OF MEDICINE, CENTRAL SOUTH UNIVERSITY",China,Changsha
XINJIANG COLLEGE OF TRADITIONAL CHINESE MEDICINE,China,Urumqi
XINJIANG MEDICAL UNIVERSITY,China,Urumqi
XINXIANG MEDICAL UNIVERSITY,China,Xinxiang
XUZHOU MEDICAL UNIVERSITY,China,Xuzhou
YANBIAN UNIVERSITY HEALTH SCIENCE CENTER,China,Yanji
YANGTZE UNIVERSITY MEDICAL SCHOOL,China,Jingzhou
YANGZHOU UNIVERSITY COLLEGE OF MEDICINE,China,Yangzhou
YICHUN UNIVERSITY SCHOOL OF MEDICINE,China,Yichun
YISHUI MEDICAL SCHOOL,China,Yishui
YOUJIANG MEDICAL UNIVERSITY FOR NATIONALITIES,China,Baise
YUZHOU UNIVERSITY SCHOOL OF MEDICINE,China,Chongqing
ZHANG ZHONGJING SCHOOL OF TRADITIONAL CHINESE MEDICINE,China,Nanyang
ZHANGJIAKOU MEDICAL COLLEGE,China,Zhangjiakou
ZHEJIANG CHINESE MEDICAL UNIVERSITY,China,Hangzhou
ZHEJIANG MEDICAL UNIVERSITY,China,Hangzhou
ZHEJIANG UNIVERSITY SCHOOL OF MEDICINE,China,Hangzhou
ZHENGZHOU UNIVERSITY MEDICAL SCHOOL,China,Zhengzhou
ZHENJIANG MEDICAL COLLEGE,China,Zhenjiang
"ZHONGSHAN SCHOOL OF MEDICINE, SUN YAT-SEN UNIVERSITY",China,Guangzhou
ZUNYI MEDICAL UNIVERSITY,China,Zunyi
CORPORACIÓN UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT,Colombia,Armenia
CORPORACIÓN UNIVERSITARIA RAFAEL NÚÑEZ FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Cartagena
CORPORACIÓN UNIVERSITARIA REMINGTON FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Medellin
ESCUELA COLOMBIANA DE MEDICINA,Colombia,Bogotá
FUNDACIÓN UNIVERSITARIA AUTÓNOMA DE LAS AMÉRICAS FACULTAD DE MEDICINA,Colombia,Pereira
FUNDACIÓN UNIVERSITARIA DE CIENCIAS DE LA SALUD (FUCS) FACULTAD DE MEDICINA,Colombia,Bogotá
FUNDACIÓN UNIVERSITARIA JUAN N. CORPAS,Colombia,Bogotá
FUNDACIÓN UNIVERSITARIA NAVARRA (UNINAVARRA) FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Neiva
FUNDACIÓN UNIVERSITARIA SAN MARTÍN FACULTAD DE MEDICINA BOGOTÁ,Colombia,Bogotá
FUNDACIÓN UNIVERSITARIA SAN MARTÍN FACULTAD DE MEDICINA CALI,Colombia,Cali
FUNDACIÓN UNIVERSITARIA SAN MARTÍN FACULTAD DE MEDICINA PASTO,Colombia,Pasto
FUNDACIÓN UNIVERSITARIA SAN MARTÍN FACULTAD DE MEDICINA PUERTO COLOMBIA,Colombia,Puerto Colombia
FUNDACIÓN UNIVERSITARIA SAN MARTÍN FACULTAD DE MEDICINA SABANETA,Colombia,Sabaneta
FUNDACIÓN UNIVERSITARIA SANITAS FACULTAD DE MEDICINA,Colombia,Bogotá
PONTIFICIA UNIVERSIDAD JAVERIANA BOGOTÁ FACULTAD DE MEDICINA,Colombia,Bogotá
PONTIFICIA UNIVERSIDAD JAVERIANA CALI FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Cali
UNIDAD CENTRAL DEL VALLE DEL CAUCA FACULTAD CIENCIAS DE LA SALUD,Colombia,Tuluá
UNIVERSIDAD ANTONIO NARIÑO FACULTAD DE MEDICINA,Colombia,Bogotá
UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA FACULTAD DE MEDICINA,Colombia,Bucaramanga
UNIVERSIDAD CES ESCUELA DE MEDICINA,Colombia,Medellin
"UNIVERSIDAD COOPERATIVA DE COLOMBIA ESCUELA DE MEDICINA, MEDELLIN",Colombia,Medellin
"UNIVERSIDAD COOPERATIVA DE COLOMBIA FACULTAD DE CIENCIAS DE LA SALUD, SANTA MARTA",Colombia,Santa Marta
"UNIVERSIDAD COOPERATIVA DE COLOMBIA FACULTAD DE MEDICINA, PASTO",Colombia,Pasto
"UNIVERSIDAD COOPERATIVA DE COLOMBIA FACULTAD DE MEDICINA, VILLAVICENCIO",Colombia,Villavicencio
UNIVERSIDAD DE ANTIOQUIA FACULTAD DE MEDICINA,Colombia,Medellin
UNIVERSIDAD DE BOYACÁ FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Tunja
UNIVERSIDAD DE CALDAS FACULTAD DE CIENCIAS PARA LA SALUD,Colombia,Manizales
UNIVERSIDAD DE CARTAGENA FACULTAD DE MEDICINA,Colombia,Cartagena
UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES FACULTAD DE CIENCIAS MÉDICAS,Colombia,Bogotá
UNIVERSIDAD DE LA SABANA FACULTAD DE MEDICINA,Colombia,Chia
UNIVERSIDAD DE LOS ANDES FACULTAD DE MEDICINA (COLOMBIA),Colombia,Bogotá
UNIVERSIDAD DE MANIZALES CAMPO DE CIENCIAS DE LA SALUD,Colombia,Manizales
UNIVERSIDAD DE NARIÑO FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Pasto
UNIVERSIDAD DE PAMPLONA FACULTAD DE SALUD,Colombia,Pamplona
UNIVERSIDAD DE SANTANDER (UDES) FACULTAD DE CIENCIAS DE LA SALUD,Colombia,Bucaramanga
